chrom	start	end	geneid	genename
9	139702373	139735639	NM_001173988	C9orf86
9	139981378	140003639	NM_016219	MAN1B1
9	139702373	139735639	NM_024718	C9orf86
9	140354404	140444986	NM_152286	PNPLA7
9	139981378	140003639	NR_045720	MAN1B1
9	139981378	140003639	NR_045721	MAN1B1
9	140772240	141019076	NM_000718	CACNA1B
9	140772240	141019076	NM_001243812	CACNA1B
9	140513443	140678845	NM_001145527	EHMT1
9	140513443	140730578	NM_024757	EHMT1
9	14510	29739	NM_182905	WASH1
9	34393	35864	NR_026822	FAM138C
9	116230	118417	NM_207305	FOXD4
9	213107	215893	NM_152569	C9orf66
9	706805	746106	NM_153186	KANK1
9	976963	991732	NM_021240	DMRT3
9	1050345	1057554	NM_006557	DMRT2
9	1050619	1057554	NM_181872	DMRT2
9	1050353	1057554	NM_001130865	DMRT2
9	2621792	2654485	NM_003383	VLDLR
9	2717525	2730037	NM_133497	KCNV2
9	2621792	2654485	NM_001018056	VLDLR
9	2804154	2844130	NM_014878	KIAA0020
9	3898645	3901248	NR_026663	GLIS3-AS1
9	4490426	4587469	NM_004170	SLC1A1
9	4679565	4706594	NM_017913	CDC37L1
9	4598315	4666674	NM_001039395	C9orf68
9	4662297	4665258	NM_203453	PPAPDC2
9	4850296	4850375	NR_029836	MIR101-2
9	5163862	5185618	NM_007179	INSL6
9	5231418	5233967	NM_002195	INSL4
9	5299867	5304580	NM_134441	RLN2
9	5334968	5339873	NM_006911	RLN1
9	5299867	5304580	NM_005059	RLN2
9	5450502	5470567	NM_014143	CD274
9	5510544	5571282	NM_025239	PDCD1LG2
9	5784571	5833081	NM_024896	ERMP1
9	6011018	6015640	NM_001243203	RANBP6
9	6011018	6015640	NM_001243202	RANBP6
9	6007825	6007904	NR_039811	MIR4665
9	6011018	6015640	NM_012416	RANBP6
9	5919007	6008003	NM_001017969	KIAA2026
9	6215785	6257983	NM_033439	IL33
9	6215785	6257983	NM_001199641	IL33
9	6215785	6257983	NM_001199640	IL33
9	6328348	6330918	NM_033516	TPD52L3
9	6328348	6330918	NM_001001875	TPD52L3
9	6328348	6331900	NM_001001874	TPD52L3
9	7796490	7799799	NM_033428	C9orf123
9	12693385	12710266	NM_000550	TYRP1
9	12775011	12823059	NM_203403	LURAP1L
9	13406378	13431328	NR_033863	FLJ41200
9	13927969	13945606	NR_038194	C9orf146
9	14734663	14779531	NM_001177704	FREM1
9	14719731	14722715	NM_005454	CER1
9	14993324	15019722	NR_003920	LOC389705
9	15422781	15461627	NM_001039697	SNAPC3
9	15470641	15510287	NM_021144	PSIP1
9	18573303	18573377	NR_036107	MIR3152
9	19053140	19102902	NM_017645	HAUS6
9	19049371	19051021	NM_006570	RRAGA
9	19063653	19063784	NR_003009	SCARNA8
9	19115758	19127604	NM_001122	PLIN2
9	19115758	19127604	NR_038064	PLIN2
9	19376253	19380235	NM_001010	RPS6
9	19290748	19374139	NM_017925	DENND4C
9	19408924	19452500	NM_001010887	ACER2
9	20411145	20411236	NR_039684	MIR4473
9	20502262	20502340	NR_039685	MIR4474
9	20716103	20716187	NR_030166	MIR491
9	21077103	21077943	NM_002176	IFNB1
9	21006364	21031635	NM_001010915	PTPLAD2
9	21227241	21228221	NM_021268	IFNA17
9	21165635	21166659	NM_002175	IFNA21
9	21216371	21217310	NM_002173	IFNA16
9	21186617	21187598	NM_021068	IFNA4
9	21140630	21142144	NM_002177	IFNW1
9	21206179	21207142	NM_002171	IFNA10
9	21201467	21202204	NM_021057	IFNA7
9	21331017	21335429	NM_018847	KLHL9
9	21350316	21350886	NM_021002	IFNA6
9	21239200	21239978	NM_002172	IFNA14
9	21304612	21305312	NM_002169	IFNA5
9	21277686	21278562	NR_036676	IFNA22P
9	21384253	21385396	NM_000605	IFNA2
9	21440452	21441315	NM_024013	IFNA1
9	21409145	21410184	NM_002170	IFNA8
9	21480838	21482312	NM_176891	IFNE
9	21367370	21368075	NM_006900	IFNA13
9	21512113	21512184	NR_029505	MIR31
9	21802634	21865969	NM_002451	MTAP
9	22002901	22009312	NM_078487	CDKN2B
9	22002901	22009312	NM_004936	CDKN2B
9	21967750	21994490	NM_058195	CDKN2A
9	21967750	21975132	NM_000077	CDKN2A
9	21967137	21967753	NR_024274	C9orf53
9	21967750	21974826	NM_058197	CDKN2A
9	21967750	21975132	NM_001195132	CDKN2A
9	22446839	22452472	NM_022160	DMRTA1
9	25676386	25678856	NM_001004125	TUSC1
9	26903367	26947468	NM_001031689	PLAA
9	27284653	27297137	NM_020641	C9orf11
9	27284653	27297137	NM_001161585	C9orf11
9	27560498	27573864	NM_145005	C9orf72
9	27546542	27573491	NM_018325	C9orf72
9	27546542	27573864	NM_001256054	C9orf72
9	28888876	28888953	NR_030618	MIR873
9	28863623	28863704	NR_030597	MIR876
9	30388932	30408452	NR_046204	LOC401497
9	32384600	32450832	NM_002197	ACO1
9	32553523	32573182	NM_002493	NDUFB6
9	32553523	32573182	NM_182739	NDUFB6
9	32551770	32553015	NR_033992	LOC100129250
9	32551141	32553015	NR_033991	LOC100129250
9	32540541	32552626	NM_005802	TOPORS
9	32553523	32573182	NM_001199987	NDUFB6
9	32629451	32635667	NM_153809	TAF1L
9	32540541	32552626	NM_001195622	TOPORS
9	32783496	32789199	NM_212558	TMEM215
9	32972603	33001610	NM_001195254	APTX
9	32972603	33001639	NM_001195250	APTX
9	32972603	33001574	NM_001195249	APTX
9	32972603	33001639	NM_001195248	APTX
9	32972603	33001639	NM_001195252	APTX
9	32972603	33001639	NM_001195251	APTX
9	32972603	33001639	NM_175073	APTX
9	32972603	33001639	NM_175069	APTX
9	32972603	33001639	NR_036577	APTX
9	32972603	33001639	NR_036576	APTX
9	32972603	33001574	NR_036579	APTX
9	32972603	33001610	NR_036578	APTX
9	33041849	33076714	NM_018225	SMU1
9	33264876	33282067	NM_001195536	CHMP5
9	33264876	33282067	NM_016410	CHMP5
9	33240195	33248565	NM_014471	SPINK4
9	33252469	33264759	NM_001172415	BAG1
9	33252469	33264759	NM_004323	BAG1
9	33384947	33402517	NM_001170	AQP7
9	33441151	33447631	NM_004925	AQP3
9	33504534	33511164	NR_003667	SUGT1P1
9	33461350	33473941	NM_139235	NOL6
9	33461350	33473941	NM_022917	NOL6
9	33624222	33625532	NR_003573	ANXA2P2
9	33673501	33677418	NR_023917	PTENP1
9	33795558	33799229	NM_002771	PRSS3
9	33750463	33799229	NM_007343	PRSS3
9	33750818	33799229	NM_001197098	PRSS3
9	33750463	33799229	NM_001197097	PRSS3
9	33934285	33934378	NR_003690	SNORD121B
9	33817181	33920401	NM_017811	UBE2R2
9	33952761	33952852	NR_003685	SNORD121A
9	34086380	34126771	NM_015397	DCAF12
9	34252377	34329198	NM_194313	KIF24
9	34368906	34376894	NM_020702	KIAA1161
9	34398181	34458568	NM_147202	FAM219A
9	34379016	34381598	NM_147169	C9orf24
9	34379016	34381598	NM_147168	C9orf24
9	34398181	34458568	NM_001184940	FAM219A
9	34398181	34458568	NM_001184945	FAM219A
9	34398181	34458568	NM_001184943	FAM219A
9	34398181	34458568	NM_001184942	FAM219A
9	34398181	34458568	NM_001184941	FAM219A
9	34379016	34397849	NM_032596	C9orf24
9	34379016	34381598	NM_001252195	C9orf24
9	34568009	34583070	NR_024369	LOC415056
9	34551429	34589735	NM_001842	CNTFR
9	34551429	34589735	NM_147164	CNTFR
9	34551429	34590138	NM_001207011	CNTFR
9	34521039	34523037	NM_198573	ENHO
9	34613547	34620496	NM_007234	DCTN3
9	34610481	34612110	NM_148179	RPP25L
9	34610481	34612110	NM_148178	RPP25L
9	34661892	34662689	NM_006664	CCL27
9	34646634	34650573	NM_000155	GALT
9	34653931	34660816	NM_147162	IL11RA
9	34634718	34637768	NM_147157	SIGMAR1
9	34634719	34637768	NM_005866	SIGMAR1
9	34689566	34691274	NM_006274	CCL19
9	34652181	34661884	NM_001142784	IL11RA
9	34653931	34661884	NM_004512	IL11RA
9	34709001	34710147	NM_002989	CCL21
9	34613547	34620496	NM_024348	DCTN3
9	34723049	34729535	NM_001141917	FAM205A
9	34621454	34628011	NM_001017363	ARID3C
9	34830263	34838583	NR_024481	FAM205B
9	34958191	34982541	NM_015297	KIAA1045
9	35088684	35096546	NM_032634	PIGO
9	35073834	35080013	NM_004629	FANCG
9	35088684	35096546	NM_001201484	PIGO
9	35041101	35045988	NM_001040412	C9orf131
9	35041101	35045988	NM_001040411	C9orf131
9	35104117	35115893	NM_025182	FAM214B
9	35056064	35072739	NM_007126	VCP
9	35088684	35096598	NM_152850	PIGO
9	35042222	35045988	NM_001040410	C9orf131
9	35099888	35103154	NM_013442	STOML2
9	35042222	35045988	NM_203299	C9orf131
9	35406751	35451105	NR_003582	ATP8B5P
9	35406764	35483026	NR_003581	ATP8B5P
9	35538628	35561895	NM_001135999	RUSC2
9	35609975	35618424	NM_001782	CD72
9	35649296	35650947	NM_014450	SIT1
9	35605280	35610038	NM_006285	TESK1
9	35561944	35563896	NM_001164310	FAM166B
9	35608083	35608162	NR_039813	MIR4667
9	35561826	35563896	NM_001099951	FAM166B
9	35657747	35658015	NR_003051	RMRP
9	35681989	35690053	NM_213674	TPM2
9	35659340	35665278	NM_032818	C9orf100
9	35682922	35690053	NM_003289	TPM2
9	35752987	35754274	NM_001044264	MSMP
9	35658286	35661500	NM_001195201	CCDC107
9	35749276	35753264	NM_001080496	RGP1
9	35673914	35681154	NM_001216	CA9
9	35732316	35737005	NM_006368	CREB3
9	35697333	35732392	NM_006289	TLN1
9	35658286	35661500	NM_001195217	CCDC107
9	35658286	35661500	NM_174923	CCDC107
9	35658286	35661500	NM_001195200	CCDC107
9	35736862	35749225	NM_020944	GBA2
9	35809806	35812259	NM_001039592	SPAG8
9	35807781	35812259	NM_172312	SPAG8
9	35812956	35815042	NM_032593	HINT2
9	35906188	35907138	NM_001039792	HRCT1
9	35860270	35865515	NR_024006	FP588
9	35792405	35809728	NM_003995	NPR2
9	35909479	35911617	NR_024283	LOC158376
9	35829221	35847232	NM_016446	TMEM8B
9	35829512	35854844	NM_001042590	TMEM8B
9	35829228	35854844	NM_001042589	TMEM8B
9	35817013	35828744	NM_001012446	C9orf128
9	35869459	35870398	NM_001004487	OR13J1
9	35957104	35958151	NM_019897	OR2S2
9	36169388	36171331	NM_005893	CCIN
9	36136741	36163903	NM_022343	GLIPR2
9	36190852	36212059	NM_001833	CLTA
9	36214438	36277053	NM_001128227	GNE
9	36214438	36258496	NM_001190383	GNE
9	36214438	36277053	NM_001190388	GNE
9	36214438	36258496	NM_001190384	GNE
9	36214438	36258496	NM_005476	GNE
9	36190852	36212059	NM_007096	CLTA
9	36190852	36212059	NM_001184762	CLTA
9	36190852	36212059	NM_001184761	CLTA
9	36190852	36212059	NM_001184760	CLTA
9	36190852	36212059	NM_001076677	CLTA
9	36336398	36400296	NM_022781	RNF38
9	36336398	36400920	NM_194332	RNF38
9	36336398	36401195	NM_194330	RNF38
9	36336398	36400296	NM_194329	RNF38
9	36336398	36400920	NM_194328	RNF38
9	36572858	36677680	NM_001256685	MELK
9	36572858	36677680	NM_001256687	MELK
9	36572858	36677680	NM_001256688	MELK
9	36572858	36677680	NM_001256689	MELK
9	36572858	36677680	NM_001256690	MELK
9	36572858	36677680	NM_001256691	MELK
9	36572858	36677680	NM_001256692	MELK
9	36572858	36677680	NM_001256693	MELK
9	36572858	36677680	NM_014791	MELK
9	36572858	36677680	NR_046337	MELK
9	36823535	36823596	NR_039686	MIR4475
9	36893458	36893528	NR_039687	MIR4476
9	36864250	36864305	NR_039766	MIR4540
9	37079892	37090398	NR_036592	LOC100506710
9	37438099	37465407	NM_014872	ZBTB5
9	37422706	37436986	NM_012203	GRHPR
9	37588411	37592636	NM_001134485	TOMM5
9	37510888	37576250	NM_012166	FBXO10
9	37588411	37592636	NM_001134484	TOMM5
9	37588411	37592636	NM_001001790	TOMM5
9	37651051	37746901	NM_014907	FRMPD1
9	37800789	37867665	NM_024345	DCAF10
9	37780307	37785065	NM_016042	EXOSC3
9	37753801	37778969	NM_144964	RG9MTD3
9	37780307	37785067	NM_001002269	EXOSC3
9	37887593	37904350	NM_033412	MCART1
9	38392660	38398662	NM_000692	ALDH1B1
9	38408990	38424444	NM_001007563	IGFBPL1
9	38571360	38620360	NM_147195	ANKRD18A
9	38621084	38623277	NR_027294	FAM201A
9	39355698	39361956	NM_001085452	FAM75A1
9	39443817	39447188	NR_027861	ZNF658B
9	39355698	39361959	NM_001040065	FAM75A2
9	39884974	39891207	NM_001085452	FAM75A1
9	39900199	39907240	NR_026803	FAM74A1
9	39884974	39891210	NM_001040065	FAM75A2
9	40715523	40722679	NR_026801	FAM74A3
9	40700290	40706537	NM_001083124	FAM75A3
9	40771401	40792112	NM_033160	ZNF658
9	41321106	41327364	NM_001113541	FAM75A5
9	41321106	41327397	NM_001242613	FAM75A4
9	41321109	41327364	NM_015667	FAM75A7
9	41500678	41506925	NM_001113541	FAM75A5
9	41500678	41506922	NM_015667	FAM75A7
9	41588832	41609544	NR_003528	LOC653501
9	41588836	41592207	NR_027861	ZNF658B
9	41952398	41955076	NR_015363	MGC21881
9	41958801	42019584	NR_003670	KGFLP2
9	42004535	42008563	NR_046203	LOC643648
9	42368302	42411863	NM_001012419	ANKRD20A3
9	42368302	42411410	NM_001012421	ANKRD20A2
9	42468588	42474238	NR_026759	FAM95B1
9	42717233	42720342	NM_199244	FOXD4L4
9	42717233	42720342	NM_001099279	FOXD4L2
9	42844369	42859085	NR_046175	LOC286297
9	43027662	43033312	NR_026759	FAM95B1
9	43140536	43145484	NR_027472	LOC642929
9	43624501	43630730	NM_001145196	FAM75A6
9	44387386	44391416	NR_046203	LOC643648
9	44990235	44991492	NR_027421	FAM27C
9	45727028	45728283	NR_024060	FAM27A
9	46687565	46748386	NR_003674	KGFLP1
9	46829289	46833319	NR_046203	LOC643648
9	65503362	65509610	NM_001113541	FAM75A5
9	65503365	65509610	NM_015667	FAM75A7
9	65487272	65494386	NR_027461	FAM74A2
9	65487272	65494386	NR_026802	FAM74A4
9	66494268	66503030	NR_024496	LOC442421
9	67017374	67032072	NR_046175	LOC286297
9	67270214	67289492	NR_002817	AQP7P1
9	67792928	67794189	NR_027422	FAM27B
9	67926760	67969840	NM_032250	ANKRD20A1
9	67926760	67970293	NM_001012419	ANKRD20A3
9	68427782	68454375	NR_033907	LOC642236
9	68726540	68748372	NR_034006	LOC100132352
9	69199479	69202204	NM_001085476	FOXD4L6
9	69174213	69181041	NR_015361	LOC440896
9	69080243	69147854	NR_002836	PGM5P2
9	69381980	69425109	NM_001098805	ANKRD20A4
9	69651360	69664949	NR_024443	LOC100133920
9	70175706	70178815	NM_001126334	FOXD4L5
9	70432003	70490171	NM_001024916	CBWD5
9	70426622	70429731	NM_199244	FOXD4L4
9	70426622	70429731	NM_001099279	FOXD4L2
9	70431999	70490177	NM_201453	CBWD3
9	70970108	70972757	NR_015423	LOC572558
9	70917782	70920000	NM_199135	FOXD4L3
9	71151497	71155783	NM_153237	C9orf71
9	71394963	71398609	NM_138333	FAM122A
9	71627448	71629039	NM_002732	PRKACG
9	71650478	71693993	NM_000144	FXN
9	71650478	71693993	NM_181425	FXN
9	72434320	72435655	NR_038833	LOC494558
9	72830974	72873790	NR_039990	LOC100507299
9	72768049	72790804	NR_040076	LOC100507244
9	73424890	73425000	NR_029621	MIR204
9	74477367	74526148	NM_016014	FAM108B1
9	74480067	74526148	NM_001025780	FAM108B1
9	74666296	74675521	NM_001128618	C9orf57
9	75515577	75568233	NM_000689	ALDH1A1
9	75766780	75785307	NM_000700	ANXA1
9	77561498	77567802	NM_017998	C9orf40
9	77597872	77643310	NM_152420	C9orf41
9	77676115	77703133	NM_017881	C9orf95
9	77676115	77703133	NM_001127603	C9orf95
9	77676115	77703133	NR_023352	C9orf95
9	79013514	79014954	NR_026890	RPSAP9
9	79000432	79009444	NM_018339	RFK
9	79056581	79122332	NM_001097634	GCNT1
9	79074067	79122332	NM_001097633	GCNT1
9	79074067	79122332	NM_001490	GCNT1
9	79115548	79122332	NM_001097636	GCNT1
9	79093256	79122332	NM_001097635	GCNT1
9	79379353	79402465	NR_015342	PCA3
9	79634570	79635869	NM_001013735	FOXB2
9	79791671	79792833	NR_026668	LOC100286938
9	80912058	80945009	NM_021154	PSAT1
9	80912058	80945009	NM_058179	PSAT1
9	84528351	84534842	NR_026851	FAM75D5
9	84543342	84549913	NM_001145197	FAM75D4
9	84603686	84610171	NM_001001670	FAM75D1
9	84558414	84565009	NM_207416	FAM75D3
9	85597316	85678043	NM_152573	RASEF
9	85857904	85882202	NM_001244962	FRMD3
9	85857904	85946876	NM_001244961	FRMD3
9	86274877	86323168	NM_053067	UBQLN1
9	86274877	86323168	NM_013438	UBQLN1
9	86582997	86595569	NM_002140	HNRNPK
9	86584662	86584772	NR_029605	MIR7-1
9	86553226	86571663	NM_032307	C9orf64
9	86595636	86618987	NM_024945	RMI1
9	86582997	86595184	NM_031263	HNRNPK
9	86582997	86595569	NM_031262	HNRNPK
9	88420916	88457794	NR_029410	LOC389765
9	88641057	88714510	NM_016548	GOLM1
9	88641057	88715116	NM_177937	GOLM1
9	88902647	88969402	NM_024617	ZCCHC6
9	88902647	88969402	NM_001185059	ZCCHC6
9	88902647	88969402	NM_001185074	ZCCHC6
9	88879462	88897490	NM_030940	ISCA1
9	89559276	89562104	NM_002048	GAS1
9	89698800	89700140	NR_036691	LOC494127
9	89763558	89774641	NM_001001709	C9orf170
9	90340973	90346384	NM_145918	CTSL1
9	90340973	90346384	NM_001912	CTSL1
9	90387829	90401799	NR_027917	CTSL3
9	90497771	90503814	NM_178828	C9orf79
9	90532876	90538572	NM_001145124	FAM75C1
9	90459659	90462339	NR_033405	CTSL1P8
9	90472957	90473971	NR_040117	LOC392364
9	90581358	90589695	NM_001039803	CDK20
9	90581358	90589695	NM_012119	CDK20
9	90581358	90589695	NM_001170640	CDK20
9	90581358	90589695	NM_001170639	CDK20
9	90581358	90589695	NM_178432	CDK20
9	90744219	90749900	NM_001166137	FAM75C2
9	91003296	91093622	NM_006717	SPIN1
9	91150015	91159462	NM_001161625	NXNL2
9	91150015	91190704	NM_145283	NXNL2
9	91262093	91267075	NM_001100111	LOC286238
9	91360750	91360820	NR_036252	MIR4289
9	91605777	91611057	NM_001142413	C9orf47
9	91605777	91611057	NM_001001938	C9orf47
9	91926112	91931618	NM_001827	CKS2
9	91933411	91974561	NM_024077	SECISBP2
9	91927139	91927221	NR_036108	MIR3153
9	92219926	92221469	NM_006705	GADD45G
9	92785722	92785817	NR_036253	MIR4290
9	93372113	93405108	NM_017594	DIRAS2
9	93589704	93660842	NM_001174167	SYK
9	93825575	93837414	NR_033912	LOC100129316
9	94171326	94186144	NM_005384	NFIL3
9	94398548	94398627	NR_037489	MIR3910-2
9	94398532	94398643	NR_037472	MIR3910-1
9	94793426	94877690	NM_006415	SPTLC1
9	94841345	94877690	NM_178324	SPTLC1
9	94903748	94921890	NR_027341	LINC00475
9	95059639	95087876	NM_017948	NOL8
9	95054742	95054875	NR_003704	SNORA84
9	95054739	95054829	NR_037424	MIR3651
9	95059639	95087876	NM_001256394	NOL8
9	95059639	95087876	NR_046106	NOL8
9	95218488	95244844	NM_001193335	ASPN
9	95218488	95244844	NM_017680	ASPN
9	95176526	95186836	NM_005014	OMD
9	95290265	95290340	NR_039817	MIR4670
9	95380331	95382817	NR_036505	LOC100128361
9	95473644	95527083	NM_015250	BICD2
9	95473644	95527083	NM_001003800	BICD2
9	95608350	95640290	NM_031486	ZNF484
9	95571892	95600739	NR_026868	ANKRD19P
9	95608354	95640270	NM_001007101	ZNF484
9	95709600	95798518	NM_001083536	FGD3
9	95736717	95798518	NM_033086	FGD3
9	95820988	95847415	NM_145006	SUSD3
9	95858449	95875565	NM_032310	C9orf89
9	95883770	95896570	NM_004148	NINJ1
9	96080480	96108696	NM_001098808	C9orf129
9	96208781	96215874	NM_198841	FAM120AOS
9	96214172	96328397	NM_014612	FAM120A
9	96338908	96441869	NM_005392	PHF2
9	96581638	96581703	NR_036254	MIR4291
9	96713908	96717608	NM_021570	BARX1
9	96941115	96941202	NR_029481	MIRLET7D
9	96938628	96938715	NR_029483	MIRLET7F1
9	96938238	96938318	NR_029476	MIRLET7A1
9	96938851	96966848	NR_046163	LOC158257
9	96938851	96966848	NR_046165	LOC158257
9	97080477	97090926	NM_017561	FAM22F
9	97021577	97065291	NM_194320	ZNF169
9	97094757	97123230	NR_033937	LOC100132077
9	97136832	97223202	NM_032558	HIATL1
9	97321002	97356075	NM_003837	FBP2
9	97572243	97572339	NR_031755	MIR2278
9	97847489	97847586	NR_029664	MIR23B
9	97847726	97847823	NR_029665	MIR27B
9	97848295	97848376	NR_036109	MIR3074
9	97848302	97848370	NR_029496	MIR24-1
9	98205263	98269481	NM_001083607	PTCH1
9	98205263	98269699	NM_001083606	PTCH1
9	98205263	98270831	NM_000264	PTCH1
9	98205263	98270322	NM_001083605	PTCH1
9	98205263	98279247	NM_001083602	PTCH1
9	98205263	98270322	NM_001083604	PTCH1
9	98205263	98279247	NM_001083603	PTCH1
9	98225890	98232301	NR_038982	LOC100507346
9	98632565	98638259	NR_023389	LINC00476
9	98568369	98638259	NR_023390	LINC00476
9	98782013	98784037	NR_024129	LINC00092
9	98868942	98878693	NM_001256408	LOC158434
9	98997588	99064434	NM_000197	HSD17B3
9	99148224	99180669	NM_153695	ZNF367
9	99262394	99329203	NM_001077181	CDC14B
9	99403532	99417599	NM_153698	AAED1
9	99518146	99540328	NM_014930	ZNF510
9	99488102	99489749	NR_026792	LOC441455
9	99691285	99701700	NM_001170741	FAM22G
9	99671356	99672737	NR_028350	LOC441454
9	99691285	99704572	NM_001045477	FAM22G
9	99631181	99634510	NR_038890	LOC100132781
9	99791958	99801925	NM_001201575	CTSL2
9	99791958	99801592	NM_001333	CTSL2
9	99837952	99844227	NR_002942	LOC340508
9	100153118	100158973	NR_026847	LOC286359
9	100174301	100258405	NM_014290	TDRD7
9	100362361	100395962	NM_139246	TSTD2
9	100437190	100459691	NM_000380	XPA
9	100437190	100459691	NR_027302	XPA
9	100615536	100618997	NM_004473	FOXE1
9	100666771	100684852	NM_016481	C9orf156
9	100689072	100700526	NM_197978	HEMGN
9	100745488	100778224	NM_006401	ANP32B
9	100689072	100707134	NM_018437	HEMGN
9	100831568	100881488	NM_033220	TRIM14
9	100846636	100881480	NM_033219	TRIM14
9	100846636	100881480	NM_014788	TRIM14
9	100818958	100845365	NM_018946	NANS
9	100961279	101018003	NM_018421	TBC1D2
9	101494290	101558794	NM_173551	ANKS6
9	101867411	101916473	NM_001130916	TGFBR1
9	101867411	101916473	NM_004612	TGFBR1
9	101978706	101984246	NR_024532	ALG2
9	101984569	101992901	NM_006808	SEC61B
9	101978706	101984246	NM_033087	ALG2
9	102584136	102629173	NM_006981	NR4A3
9	102584136	102596341	NM_173199	NR4A3
9	102584136	102629173	NM_173200	NR4A3
9	102648599	102668883	NR_038853	LOC441461
9	102668914	102736818	NM_017919	STX17
9	103064356	103114853	NM_001161584	TEX10
9	103064356	103115259	NM_017746	TEX10
9	103189494	103214016	NM_080655	MSANTD3
9	103191795	103214016	NM_001198806	MSANTD3
9	103189494	103214016	NM_001198807	MSANTD3
9	103189710	103214016	NM_001198805	MSANTD3
9	103340335	103350173	NM_001018116	MURC
9	104122698	104147287	NM_001701	BAAT
9	104182841	104198062	NM_000035	ALDOB
9	104161162	104172942	NM_003452	ZNF189
9	104152248	104160919	NM_019051	MRPL50
9	104122698	104145801	NM_001127610	BAAT
9	104161162	104172942	NM_197977	ZNF189
9	104237607	104249475	NM_032342	C9orf125
9	104296132	104325626	NM_019592	RNF20
9	104353896	104357283	NM_147180	PPP3R2
9	106856540	106903700	NM_006444	SMC2
9	106856830	106903700	NM_001042550	SMC2
9	106856540	106903700	NM_001042551	SMC2
9	107331448	107332411	NM_001004483	OR13C8
9	107266543	107267503	NM_001004485	OR13F1
9	107298050	107299094	NM_001001961	OR13C3
9	107288533	107289490	NM_001001919	OR13C4
9	107456702	107457743	NM_001004484	OR13D1
9	107360737	107361694	NM_001004482	OR13C5
9	107366951	107367908	NM_001004481	OR13C2
9	107379528	107380485	NM_001001956	OR13C9
9	107526450	107536291	NM_018376	NIPSNAP3B
9	107509968	107522403	NM_015469	NIPSNAP3A
9	107536632	107540045	NR_024011	LOC286367
9	108210314	108234416	NM_031919	FSD1L
9	108424737	108425385	NM_005421	TAL2
9	110045516	110094475	NM_002874	RAD23B
9	110046333	110094475	NM_001244724	RAD23B
9	110047049	110094475	NM_001244713	RAD23B
9	110247132	110252047	NM_004235	KLF4
9	111616868	111618275	NM_006686	ACTL7B
9	111624602	111626035	NM_006687	ACTL7A
9	111696672	111703237	NM_017832	FAM206A
9	111704850	111775764	NM_003798	CTNNAL1
9	111808508	111808578	NR_029506	MIR32
9	111899580	111929571	NM_014334	FRRS1L
9	112137973	112180063	NR_026918	PTPN3
9	112137973	112191323	NM_001145371	PTPN3
9	112137973	112191323	NM_001145372	PTPN3
9	112887780	112934791	NM_001136562	AKAP2
9	112961845	112970413	NM_001012993	C9orf152
9	113006091	113018920	NM_003329	TXN
9	113006091	113018920	NM_001244938	TXN
9	113065866	113100125	NM_001003936	TXNDC8
9	114089762	114090713	NM_205859	OR2K2
9	114365110	114375833	NR_034087	LRRC37A5P
9	114312001	114362135	NM_001146109	PTGR1
9	114393631	114416631	NR_037148	DNAJC25
9	114325246	114361711	NM_012212	PTGR1
9	114325246	114362135	NM_001146108	PTGR1
9	114393631	114416631	NM_001015882	DNAJC25
9	114448900	114521813	NM_001080551	C9orf84
9	114448900	114545779	NM_173521	C9orf84
9	114694379	114694449	NR_039814	MIR4668
9	115641199	115653193	NM_033051	SLC46A2
9	115804173	115818996	NM_003408	ZFP37
9	115759399	115774472	NM_001101338	ZNF883
9	115927799	115983641	NM_015258	FKBP15
9	115913237	115926422	NM_001860	SLC31A2
9	115875175	115882126	NR_024366	LINC00256A
9	116077930	116102620	NM_145241	WDR31
9	116037913	116055185	NM_001244926	PRPF4
9	116029289	116037869	NM_139286	CDC26
9	116077930	116102620	NM_001012361	WDR31
9	116059372	116061320	NM_145051	RNF183
9	116037913	116055185	NM_004697	PRPF4
9	116135697	116138341	NM_031219	HDHD3
9	116169517	116173029	NM_017443	POLE3
9	116173021	116191879	NM_152786	C9orf43
9	116169517	116172955	NR_027261	POLE3
9	116148591	116163618	NM_000031	ALAD
9	116342939	116360018	NM_021106	RGS3
9	116356199	116360018	NM_144489	RGS3
9	116263706	116360018	NM_130795	RGS3
9	116327360	116360018	NM_134427	RGS3
9	116853917	116861337	NM_138424	KIF12
9	116822407	116840752	NM_001633	AMBP
9	116971713	116971809	NR_030255	MIR455
9	117085302	117088759	NM_000607	ORM1
9	117096432	117156685	NM_030767	AKNA
9	117092068	117095536	NM_000608	ORM2
9	117373705	117408703	NM_153045	C9orf91
9	117349993	117361152	NM_004888	ATP6V1G1
9	117546914	117554810	NM_001204344	TNFSF15
9	117546914	117568408	NM_005118	TNFSF15
9	117655622	117692875	NM_001252290	TNFSF8
9	117663424	117692875	NM_001244	TNFSF8
9	118650543	118687377	NR_024032	LINC00474
9	119449580	119463579	NM_012210	TRIM32
9	119449580	119463579	NM_001099679	TRIM32
9	119943344	119943480	NR_003708	SNORA70C
9	120466452	120479769	NM_138557	TLR4
9	120466452	120479769	NM_003266	TLR4
9	120466452	120479769	NM_138554	TLR4
9	123007256	123007328	NR_029604	MIR147A
9	123555774	123561009	NR_027442	LOC100288842
9	123519253	123555740	NM_012164	FBXW2
9	123664670	123689173	NM_005658	TRAF1
9	123617930	123639606	NM_015651	PHF19
9	123631852	123639606	NM_001009936	PHF19
9	123605319	123616651	NR_024408	LOC253039
